"Hierarchy","Chart","Block","Block comment","Create block icon","Block icon","OCM possible","Readback allowed","Block group","Block type",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","OR_0112","Logical OR with 4 inputs","1","","0","1","","Or04",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","OR_0113","Logical OR with 4 inputs","1","","0","1","","Or04",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","OR_0114","Logical OR with 4 inputs","1","","0","1","","Or04",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","OR_0115","Logical OR with 4 inputs","1","","0","1","","Or04",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","OR_0121","Logical OR with 4 inputs","1","","0","1","","Or04",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","OR_016a1","Logical OR with 4 inputs","1","","0","1","","Or04",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","OR_016a2","Logical OR with 4 inputs","1","","0","1","","Or04",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","OR_016a3","Logical OR with 4 inputs","1","","0","1","","Or04",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","Q01","command motor start direction slack","1","","0","1","","CH_DO",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","Q02","command motor start direction stretch","1","","0","1","","CH_DO",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","Q51","speed SP","1","","0","1","","SEL_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","Q51_SEL","F_BOOL to BOOL Converter","1","","0","1","","F_FBO_BO",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","R337","minimum working setpoint","1","","0","1","","F_FR_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","R338","maximum working setpoint","1","","0","1","","F_FR_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","R350","SP Local","1","","0","1","","Add04",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","RAMP_010a1","ramp function","1","","0","1","","VP_RAMP",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","RS_0111","RS Flipflop, Reset forced","1","","0","1","","VP_RS_FF",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","RS_0121","RS Flipflop, Reset forced","1","","0","1","","VP_RS_FF",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","S04_1_I01","setpoint decrease (PB)","1","","0","1","","CH_DI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","S04_2_I01","setpoint increase (PB)","1","","0","1","","CH_DI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","SELR_0101","","1","","0","1","","SEL_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","SH05_1_I01","auto (PB)","1","","0","1","","CH_DI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","SH05_2_I01","manual (PB)","1","","0","1","","CH_DI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","SUB_0101","Subtractor","1","","0","1","","Sub02",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","SUB_0102","Subtractor","1","","0","1","","Sub02",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","TP_0101","monoflop, On/Off-delay","1","","0","1","","VP_TIMER",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","TP_010a1","monoflop, On/Off-delay","1","","0","1","","VP_TIMER",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","WR_BO","21- DG02 bottom fabric run tension movement","1","","1","1","","VP_WR_BO",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","WR_R","21- DG02 bottom fabric run tension movement","1","","1","1","","VP_WR_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","X244","21- permission slack","1","","1","1","","VP_LDIAG",
"DRYER SECTION\Dryer Group 01-03\","M1HH02DW01K14","X245","21- permission stretch","1","","1","1","","VP_LDIAG",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW04K23","CHN_FAULT","Logical OR with 8 inputs","1","","0","1","","Or08",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW04K23","CHN_WARN","Logical OR with 8 inputs","1","","0","1","","Or08",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW04K23","I11","Digital Input","1","","0","1","","CH_DI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW04K23","I12","Digital Input","1","","0","1","","CH_DI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW04K23","M111","not run off DS (warning) (GS)","1","","0","1","","Or04",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW04K23","M113","not run off FS (warning) (GS)","1","","0","1","","Or04",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW04K23","M301","not run off","1","","0","1","","And04",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW04K23","M302","not run off (drive not off)","1","","0","1","","Or04",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW04K23","MSG","21- DG02 top fabric run monitoring","1","WCC_Stat","1","1","","VP_MSG",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW04K23","OP_TRIG_01","21- acknowledge","1","","1","1","","OP_TRIG",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW04K23","TOff_0111","monoflop, On/Off-delay","1","","0","1","","VP_TIMER",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW04K23","WR_BO","21- DG02 top fabric run run monitoring","1","","1","1","","VP_WR_BO",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","!P=Q7111","F_:Inverter","1","","0","1","","F_NOT",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","AND_7121","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","CHN_FAULT","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","CHN_WARN","Channel Warning","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","CMP_7101","F_:REAL Comparator for two REAL","1","","0","1","","F_CMP_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","CMP_7102","F_:REAL Comparator for two REAL","1","","0","1","","F_CMP_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","CMP_7111","F_:REAL Comparator for two REAL","1","","0","1","","F_CMP_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","CMP_7112","F_:REAL Comparator for two REAL","1","","0","1","","F_CMP_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","I51","F_:Fail-safe Channel Driver Analog Input","1","","0","1","","F_CH_AI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","I52","F_:Fail-safe Channel Driver Analog Input","1","","0","1","","F_CH_AI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","M801","signal fault contr. signal","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","M802","signal fault comp. signal","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","M811","fabric tension > low contr. signal","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","M812","fabric tension > low comp. signal","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","M813","fabric tension > low","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","M816","fabric tension < high contr. signal","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","M817","fabric tension< high comp. signal","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","M818","fabric tension < high","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","M819","actual fault deviation","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","M850","drive release stretcher","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","P=Q7111","F_:BOOL to F_BOOL Converter","1","","0","1","","F_BO_FBO",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","R601","act. value contr. signal [kN/m](WT)","1","","0","1","","F_R_FR",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","R602","act. value comp. signal [kN/m](WT)","1","","0","1","","F_R_FR",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","R611","act. value contr. signal [kN](WT)","1","","0","1","","F_ADD_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","R612","act. value comp. signal [kN](WT)","1","","0","1","","F_ADD_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","R816","maximum working setpoint","1","","0","1","","F_ADD_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","R817","maximum working range","1","","0","1","","F_ADD_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","R821","minimum working setpoint","1","","0","1","","F_ADD_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","R822","minimum working range","1","","0","1","","F_SUB_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44_S","RS_7111","F_:RS-Flipflop","1","","0","1","","F_RS_FF",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","CHN_FAULT","Logical OR with 8 inputs","1","","0","1","","Or08",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","CHN_WARN","Logical OR with 8 inputs","1","","0","1","","Or08",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","CMP_7113","Compare with tolerance and hysteresis","1","","0","1","","VP_DEV",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","D52","control signal [kN](WT)","1","","0","1","","F_FR_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","D53","comp. signal [kN](WT)","1","","0","1","","F_FR_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","I51","F_REAL to REAL Converter","1","","0","1","","F_FR_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","I52","F_REAL to REAL Converter","1","","0","1","","F_FR_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","IPL_7051","nonlinear function with 16 controlpoints","1","","0","1","","VP_POLYGON",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","IPL_7052","nonlinear function with 16 controlpoints","1","","0","1","","VP_POLYGON",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","M201","actual value fault contr. signal","1","","0","1","","F_FBO_BO",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","M202","actual value fault comp. signal","1","","0","1","","F_FBO_BO",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","M211","fabric tension > low contr. signal","1","","0","1","","F_FBO_BO",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","M212","fabric tension > low comp. signal","1","","0","1","","F_FBO_BO",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","M213","fabric tension > low","1","","0","1","","F_FBO_BO",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","M216","fabric tension < high contr. signal","1","","0","1","","F_FBO_BO",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","M217","fabric tension < high comp. signal","1","","0","1","","F_FBO_BO",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","M218","fabric tension < max","1","","0","1","","F_FBO_BO",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","M219","actual value fault deviation","1","","0","1","","F_FBO_BO",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","M250","drive release stretcher","1","","0","1","","F_FBO_BO",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","MSG","21- DG02 top fabric run tension measurement","1","WCC_Stat","1","1","","VP_MSG",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","MSG1","21- DG02 top fabric run tension measurement","1","WCC_Stat","1","1","","VP_MSG",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","OP_TRIG_01","21- acknowledge","1","","1","1","","OP_TRIG",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","Q51","Analog Output","1","","0","1","","CH_AO",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","R201","actual value control signal","1","","0","1","","F_FR_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","R216","maximum working setpoint","1","","0","1","","F_FR_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","R221","minimum working setpoint","1","","0","1","","F_FR_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","SELR_013a1","","1","","0","1","","SEL_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K44","WR_R","21- dryer group 2 top fabric run tension measurement","1","","1","1","","VP_WR_R",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","AND1","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","AND2","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","AND_7141","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","AND_7142","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","AND_7143","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","AND_7144","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","AND_7145","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","AND_7146","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","AND_7161","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","CHN_FAULT","Channel Fault","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","CHN_FAULT_FS1","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","CHN_FAULT_FS2","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","CHN_WARN","Channel Warning","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","CHN_WARN_FS1","Channel Warning","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","CHN_WARN_FS2","Channel Warning","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","EXOR_7151","F_:EXOR 2 Inputs","1","","0","1","","F_XOR2",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","FS_ACK_7101","F_:Acknowledgement for push buttons in safety functions","1","","0","1","","VP_F_SWA",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","FS_ACK_7102","F_:Acknowledgement for push buttons in safety functions","1","","0","1","","VP_F_SWA",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","FS_ACK_7103","F_:Acknowledgement for push buttons in safety functions","1","","0","1","","VP_F_SWA",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","FS_OR1","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","FS_OR2","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","FS_OR3","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","FS_SWI_7101","F_:Safety relevant dual channel switch monitoring","1","","0","1","","VP_F_SWI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","FS_SWI_7102","F_:Safety relevant dual channel switch monitoring","1","","0","1","","VP_F_SWI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","FS_SWI_7103","F_:Safety relevant dual channel switch monitoring","1","","0","1","","VP_F_SWI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","FS_SWI_7111","F_:Safety relevant dual channel switch monitoring","1","","0","1","","VP_F_SWI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","FS_SWI_7112","F_:Safety relevant dual channel switch monitoring","1","","0","1","","VP_F_SWI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","I01","F_:Fail-safe Channel Driver Digital Input","1","","0","1","","F_CH_DI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","I02","F_:Fail-safe Channel Driver Digital Input","1","","0","1","","F_CH_DI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","I03","F_:Fail-safe Channel Driver Digital Input","1","","0","1","","F_CH_DI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","I04","F_:Fail-safe Channel Driver Digital Input","1","","0","1","","F_CH_DI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","I05","F_:Fail-safe Channel Driver Digital Input","1","","0","1","","F_CH_DI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","I06","F_:Fail-safe Channel Driver Digital Input","1","","0","1","","F_CH_DI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","I07","F_:Fail-safe Channel Driver Digital Input","1","","0","1","","F_CH_DI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","I11","F_:Fail-safe Channel Driver Digital Input","1","","0","1","","F_CH_DI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","I12","F_:Fail-safe Channel Driver Digital Input","1","","0","1","","F_CH_DI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","I13","F_:Fail-safe Channel Driver Digital Input","1","","0","1","","F_CH_DI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","I14","F_:Fail-safe Channel Driver Digital Input","1","","0","1","","F_CH_DI",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M601","slack 1 (PB)","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M602","slack 2 (PB)","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M603","stretch 1 (PB)","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M604","stretch 2 (PB)","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M605","remote control on (SW)","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M606","remote control off (SW)","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M611","limit position stretch not reach 1 (GS)","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M611_TOff","F_:Timer Switch Off Delay","1","","0","1","","F_TOF",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M612","limit position stretch not reach 2 (GS)","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M612_TOff","F_:Timer Switch Off Delay","1","","0","1","","F_TOF",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M613","limit position slack not reach 1 (GS)","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M613_TOff","F_:Timer Switch Off Delay","1","","0","1","","F_TOF",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M614","limit position slack not reach 2 (GS)","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M614_TOff","F_:Timer Switch Off Delay","1","","0","1","","F_TOF",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M623","FB contactor permission off","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M713","permission auto slack","1","","0","1","","F_BO_FBO",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M714","permission auto stretch","1","","0","1","","F_BO_FBO",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M731","command motor start stretch","1","","0","1","","F_BO_FBO",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M732","command motor start slack","1","","0","1","","F_BO_FBO",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M821","command motor permission ccw","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M822","command motor permission cw","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M823","command motor permission","1","","0","1","","F_AND4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M831","slack (PB)","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M832","fault PB slack","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M833","stretch (PB)","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M834","fault PB stretch","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M835","remote adjustment on (SW)","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M836","fault SW rem. adjustment on","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M837","limit position stretch not reached (GS)","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M838","fault limit position stretch not reach (GS)","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M839","limit position slack not reached (GS)","1","","0","1","","F_OR4",
"DRYER SECTION\Dryer Group 01-03\","M1HH02CW01K14_S","M840","fault limit position slack not reach (GS)","1","","0","1","","F_OR4",
